attraction_id,attraction_name,ratings,no_of_ratings,attraction_type,description,Latitude,Longitude,city,keywords,images_url
334,Bibliotheca Alexandrina,4.6,6221,Library,Landmark contemporary library complex,31.2088705,29.9092012,alexandria,Library Landmark contemporary library complex,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5R4EUIDOy2hMs4GcNfcajQY3vt9HDryozbLmm2l01JmaLYy33LiWY16uaUUU&s
335,Serapeum of Alexandria,4.3,6206,Temple,Iconic Roman-era granite column,31.18259441,29.89626574,alexandria,Temple Iconic Roman-era granite column,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVtol74cIEMthCN-rSpjfgv-CD9xVSzFtoy9rvuuEOUXrkJ3B7175DMyzY0wA&s
336,Sidi Morsi Abu al-Abbas Mosque,4.6,2753,Mosque,"Large, architecturally notable mosque Religious Sites",31.2055367,29.8823048,alexandria,"Mosque Large, architecturally notable mosque Religious Sites",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyJJYUd8ua7P8NFxGdby7KkhVPWh_UZOKLDZlzyDGaMiWe_I4QeGsZV8s4Lw&s
337,Catacombs of Kom el Shoqafa,4.5,3187,archaeological site,Burial chambers from the 2nd century,31.1787378,29.8930706,alexandria,archaeological site Burial chambers from the 2nd century,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThF2qn7L0SJRMml8t4fsfllI0YZY8u6FuE6Zq_CzDS5CqX_cVb7OgRC0HPzQ&s
338,Alexandria National Museum,4.4,2185,Museum,Egyptian history in an Italianate palace,31.2007415,29.9131977,alexandria,Museum Egyptian history in an Italianate palace,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUywV-aQClb6nclEq46xE0xoovMO7bC5AnlT786iuq2ySjkRV9q7z2CUX_FQY&s
339,Royal Jewelry Museum,4.6,6247,Museum,Collections from Muhammad Ali dynasty,31.2406096,29.9632848,alexandria,Museum Collections from Muhammad Ali dynasty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdyFcIg1Kq61yj5irBwiN3p9F1EEKBy8HLOmBAsHuUnPFWWtSgpTsuCL_bDQ&s
340,Ancient Roman Theatre,4.4,4894,Theatre,Ruins of a Roman theater & villa,31.19487502,29.90403583,alexandria,Theatre Ruins of a Roman theater & villa,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMxalNa7hP9P_B4zFCQak9xDFmptutVYfn4jU1uuVPoA8hEl27LDgJfztqgQ&s
341,Stanley Bridge,4.6,31926,Bridge,Landmark Arab-style bay crossing,31.2352292,29.94864161,alexandria,Bridge Landmark Arab-style bay crossing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv83yYrSE45HftIEPCuh9rZfpJqg8SD8NRiS2qMh6gh8ufGmtJ23NA4RGoS9U&s
342,Cavafy Museum,4.3,553,Museum,Former home of a well-known Greek poet,31.1975855,29.9012432,alexandria,Museum Former home of a well-known Greek poet,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThT0QPQaQO0QCCDAsxZ4n4GgsboIks3_sCI1s5hEypSCtfT7vEzaCSDBnPq78&s
343,El Mamurah Beach,4.2,12013,Beach,Lively spot with cafes & a promenade,31.2908176,30.0306679,alexandria,Beach Lively spot with cafes & a promenade,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsWEIBY1nrGJZOawba_X6nRvgjSlP3ZyZrdqeDh-_1BDepG2CZ9UCxN_34TCM&s
344,Mahmoud Said Museum,4.5,193,Museum,,31.24439,29.9690143,alexandria,Museum ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcnQmc8IogPEBNgs8XNACVpbCrk_3xLJ9tkJdMb4AVrgSVzsKvkxC_EAEQaQ&s
345,The Cathedral of St. Mark,4.8,2765,Church,Iconic Coptic church on an ancient site Religious Sites Christinaity,31.1983817,29.8995655,alexandria,Church Iconic Coptic church on an ancient site Religious Sites Christinaity,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0pvmrCOHyetTJ9TtjWQAY6IsjAnhHg7X_p6dCiM6bR-otAxX7yprkYE97-g&s
346,Greco-Roman Museum,3.9,459,Museum,HIstory Mummies & other archaeological objects,31.199182,29.9065953,alexandria,Museum HIstory Mummies & other archaeological objects,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHn63Ryr8eKbXShVk7yv5va3dGTIc2XKrITYjd8f7QHZnu2ypY0DAzpYgsgjo&s
347,Alexandria Naval Unknown Soldier Memorial,4.3,14254,Monument,,31.1999988,29.8937569,alexandria,Monument ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzNeHd9q2-IiXS6UdXaGtRBONllThy-u9W5ZF1dcfPTnKMHI2Ez0KjmhpShzM&s
348,Corniche Alexandria,4.6,403,Waterfront promenade,dating from 1870,31.20974168,29.90762047,alexandria,Waterfront promenade dating from 1870,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtp-0zU0Ax1y4tiz_4_0oynAK7XhK1v3oEfikhiIoqmmaqrR4fhn5lfxE4HQ&s
349,Al Qaaed Ibrahim Basha Mosque,4.7,3559,Mosque,Religious Sites,31.2031434,29.9038373,alexandria,Mosque Religious Sites,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_h4DIQh095ylAkn1o7ss4W364vgzLvwINUeDbGMbbiWbL61RnCfzGVNEpjg&s
350,El Montazah Park,4.1,98,Park,,31.2850062,30.0259124,alexandria,Park ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaTfllvihV-uhDMlyfQEj6U673czvGGIcQGli5YeUuCHhWGKsBKDAkU4BeXoI&s
351,Kom el Dikka,4.3,125,archaeological site,,31.197497,29.9089976,alexandria,archaeological site ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOe0fBEf8teB1hg1mAyvYN83deMd28JU9OeFDcIkOtKr40Ii6nImSD53z3Ruo&s
352,Elmontaza Garden,4.5,3171,Garden,Palace grounds with flowerbeds & beaches,31.2839501,30.0162112,alexandria,Garden Palace grounds with flowerbeds & beaches,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLoDMkolObXt8zQEXp_tNIotGgXdB1Cd00v1nDIMJiboveZUB1tGnToEUj27E&s
353,El Nabi Daniel Mosque,4.5,1699,Mosque,Religious Sites,31.194923,29.9023409,alexandria,Mosque Religious Sites,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGjWPz-HPfTGcAqMifpClPwJFzbrJMDWVBxwoskV9Ud6wiF8sp-D33UgiTs6w&s
354,Alexandria Corniche,4.6,1552,Beach,,31.2095857,29.9076312,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnKK2cstEwHJc-byHZF8FGgqPqGzTTZl8WqMu4x5e--SuxSyz42Wj49EmSG3s&s
355,Mohamed Ali Pasha Statue,4.3,3371,Statue,,31.1973785,29.8928748,alexandria,Statue ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3Ip04JWEM8rB3l7GEm5oTICCpCdUZ_6Kzuiw-Tit4vxr4GhrzQeukVqgDdUU&s
356,Montazah Beach,4.6,743,Beach,,31.29302559,30.02033992,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZ0EJz2maAyk55wVwVgWwV1bx58xOGNy_r9waVcnKwkf8QqstwmjRdKdhztBk&s
357,St. Takla Church,4.4,810,Church,church and christianity Historic sites Religious Sites,31.21073097,29.92628385,alexandria,Church church and christianity Historic sites Religious Sites,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS64B_lDVa8nni1dyLIIX5Vn_ueISDGG_KpkBovmJl1KWbKkuEovLg_TPlV_N8&s
358,Alexandria Aquarium,4.2,1237,Aquarium,museum & research center,31.2128324,29.8849972,alexandria,Aquarium museum & research center,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa0e_zglFmizFqC4vOm6Et9VFbXjGCNMxPKBcWZMU4rk72vk5XdYSa6_Wp--U&s
359,Museum of Fine Arts,4.4,417,Museum,Art Museum,31.19534671,29.91343744,alexandria,Museum Art Museum,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJx50z9Zttt8UW2kThclWX_0zqNzVYkctGV_jnzgyIvl2LVSB1OHUCTCgR3t8&s
360,Saint Catherine Cathedral,4.6,521,Church,"Cathedral, architecture, church and history Religious Sites Christinaity",31.1947099,29.894522,alexandria,"Church Cathedral, architecture, church and history Religious Sites Christinaity",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlg_cpyG49yZbCn80XYyCupO9noXDOGOD8AtnVb1au5510rsHDaiUxDIydgF0&s
361,Sir. Allenby Garden,4.4,800,Garden,park,31.2252098,29.9554437,alexandria,Garden park,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAsMWHW_ClnSQStJfbqQu3V9s2SD3YbdLay3EYGLIV8UsIWIWJeM3l4GzA0Q&s
362,Planetarium Science Center (PSC),4.6,276,Planetarium,Space & IMAX movies in a dome theater,31.2089757,29.908139,alexandria,Planetarium Space & IMAX movies in a dome theater,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTX3AzBS0XWTzAR9NoCnVkTXcAv-AZ3R4c1OgoIK4G46Ed5fhxyzBRyNcYRSg&s
363,Elharamlik Palace,4.5,179,Palace,,31.28852082,30.01638469,alexandria,Palace ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOdGGOQC-JML0ZB52cyHTXB4niB4XKtdLMYKavpcN2Ow9v0ld6sWwBhBA9kQ&s
364,Tea island,4.4,406,island,,31.29205481,30.02115519,alexandria,island ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeeOuFdG1PrEeKqbHNBGJRSis7i0dngzXx6OZrCxkNNufGfYevySsATvB9Cms&s
365,Princess Aziza Fahmy's Palace,4.3,557,History,,31.2420139,29.9613701,alexandria,History ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShIGoyNzsVC9QuMjxIV1njZy__e_VKncZ66Jxm9jYL_vh8NN4YGrwltwd1DA&s
366,Montazah Aida Beach,4.5,190,Beach,,30.8351558,29.233206,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDZhVMdIzjOpz28KJrFln9-zl4Y3b7xbgo90qf2wVXGixg6FcRD_J_NUIIGg&s
367,El Attarine mosque,4.6,143,Mosque,Religious Sites,31.1952116,29.8989901,alexandria,Mosque Religious Sites,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKbDoeWrBn13iaeNDuTf5d1vNCOzrpzRKwNWFg_UcxL4wZU6-1_FmONvdQuw&s
368,Antoniades Palace,4.1,395,Palace,History,31.2022828,29.9507256,alexandria,Palace History,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnnz-gi2PIOLr1-iyJ1uYNSVEnwajBjRTGC5fhc_cTyzctxtclO7ZGRq1uPA&s
369,Tolip Beach,4,1866,Beach,,31.2431734,29.9614991,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ4cRJkXFR_ZqwXpq68LpD3UghyuwFzt5Fe-P44nkXyhh3t7yOOJd-4IPq9eI&s
370,Sky Yacht Club,4.2,471,Beach,,31.2897868,30.0246979,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC_XoYPJKRyYDoe-HQiJQCVk07xZ17KnHVxdn-Sqxvt7K5mcjsj6cWHs6g3VM&s
371,kouta park,4,5907,Park,,31.2846849,30.0340303,alexandria,Park ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1O2u5-Z3lMy8D8eqT6QkU3Q7qbK-7D6bZyzuMENAEK1FjEdMGrQrlbboIuVw&s
372,Stanli Beach,4.3,511,Beach,,31.2338889,29.9458333,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQYqXCZnDDTcfDmhP6zr4TgFLd-nwFeyeKl_LyxukPJFCbJsQ4KcDHfNYq2A&s
373,Ras Soda Temple,4.1,126,Temple,,31.2032367,29.9187628,alexandria,Temple ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiSXkYsF4cz53xBq1SjuZB4gl_vRub3HTzLj0teXHTd6r5i4iC7u4jf3T9fw&s
374,Mustafa Kamel Hellenistic Necropolis,4.2,53,History,,31.2307362,29.9476039,alexandria,History ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNNYHalWK9HcnIEgmryV-Z7b4gmpPT-wb-mwLi8t3ocau-rSeRO2_40z_15g&s
375,Glime Beach,3.7,906,Beach,,31.2411182,29.9594619,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQXp_7S7Y92z8o7V1KOKd1iuzDhfALcXvcruSfZhN1VFLHONDy0xg9iZbuDJI&s
376,Arabic Calligraphy Museum,4.2,36,Museum,,31.1950882,29.9130973,alexandria,Museum ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXDMHiJxZpSp8N3Lkp1K5Shj2aYJx9c3oMQyZfPRFEAiqNog-0HnGaG1Vl5A&s
377,Cleopatra Beach,4,37,Beach,,36.5533266,31.9728367,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsPE1VAYCUm4Xrai1iIcGdFsY-NBDEnKwR1WarA1QkhpTiz_CDCbLRQDIwfbA&s
378,Eliahu Hanavi Synagogue,3.9,148,Synagogue,"judaism, history and architecture Religious Sites",31.1992053,29.9003701,alexandria,"Synagogue judaism, history and architecture Religious Sites",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy-IpC2sRbDiezvPPwULQY5MFEnSz4MMmVV_yRkVxaoP4KIL_p7fmPRCI2Qw&s
379,San Stifanu Beach,4.3,30,Beach,,31.2480556,29.9652778,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb6hqLhVDap6TByClwhoSg1ACtsvODplmVwV0vC2ISmxBRk1XmrqI8sOw-YQ&s
380,Sh??i' al Anf?sh?,4.3,116,Beach,,31.2088514,29.8826219,alexandria,Beach ,NULL
381,Magic Planet City Centre Alexandria,4.4,183,Park,Amusment Park theme,31.1659103,29.9325205,alexandria,Park Amusment Park theme,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgJ4n-eqfwBSFNMkt6AbweNOh5sOEx0oYFfHkmghtJkPdP6BIjStp_fbBbkhI&s
382,Keluobatra Beath,4.4,128,Beach,,36.5533266,31.9728367,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJwY61XO1_ogJGVLG3GsYoRbf9TCMciuCQxLucFF93kRec1yWhV0VB8gb7TA&s
383,El Montazah Beach,4.3,130,Beach,,31.2823398,30.011602,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx_Y8uD85z0ZpMMxFMoVt74yy96-YaTkEok4_LKfqN3eVYENEnmqa7yYKEnR0&s
384,Antoniades Garden's,3.9,2041,Garden,Green space with palms & sculptures,31.2056765,29.9469988,alexandria,Garden Green space with palms & sculptures,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ89eDqsZndZqVOqORgJELDv3A26duJdHywHcQcbDUTEEGg_TMEBgwxqNGjhxo&s
385,San Dtephano Beach,4.4,35,Beach,,31.24415542,29.96296636,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOaKgW5XFq0cFSUWcyWqUHeOqZOSMFEp0RFDdpzDX3IRw6qSwsvvDYtvEqWj0&s
386,Al Ibrahimiyyah Beach,4.3,19,Beach,,31.2172222,29.9241667,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG0tOBiX7YR6PP01isQf_Z0NpREHiV3z2OELdJlQCVZJpBmjLtm6nVn0KH48I&s
387,Stanley Beach,4.2,38,Beach,,31.23399423,29.94585424,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQYqXCZnDDTcfDmhP6zr4TgFLd-nwFeyeKl_LyxukPJFCbJsQ4KcDHfNYq2A&s
388,Taverna Aqua City,3.9,14,Park,Garden,31.2448042,30.0016946,alexandria,Park Garden,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPjkjN4WXysb10R2tCvGdcyLHQ-tGXABCdsnQ3pxoBuTkk93dUm9mXNLhI6uU&s
389,National Maritime Museum,3.8,77,Museum,Marine,31.23646398,29.95113037,alexandria,Museum Marine,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVJZiqVIUVRleawsUvFAKuL_1UjEVTuZ9ZMGWAlOrYYN9kFZLujPwUd02vgw&s
390,El Nozha Park,3.8,199,Park,Garden,31.2030352,29.9438198,alexandria,Park Garden,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUyPzsjuL_Tf7zaf6UV2xEYJtKHaTercM2KOrH00WB5vDt5l-b1i0kQNG69u0&s
391,Teachers' Club Beach,3.6,70,Beach,,31.2313317,29.94357786,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2874nSpSdFos7icZPriIZ7ca5P5k2DYBpy3L6PY5IHV5Hv3Cnav1Y0C_IDQ&s
392,Al Shalalat Park,3.8,4503,Park,Palm-lined footpaths & city wall ruins,31.2026889,29.914543,alexandria,Park Palm-lined footpaths & city wall ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5F2_S4fr6ndUVKATVo91QYTH-Fd2FQDI6c9AmpDb-uTMQ7BHNxHd0iVwkE5g&s
393,El Alamein War Cemetery - British,4.5,68,Military cemetery,,30.8372144,28.9467165,alexandria,Military cemetery ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSDtvGsoZCcXd12Lozuo3IecD5NGT2GyybiFwMof1u5AJV33oEU-CQnpYyK80&s
394,Beach Hotel Rose Asafra,3.8,2969,Beach,"Swimming, seafront cafes & sunset views public",31.275447,30.0019763,alexandria,"Beach Swimming, seafront cafes & sunset views public",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvulHkoDCtNakWOzaRyc6WTEKjI5ij8DYWF3TfAojG-H3THCgH9RRzDB3opA&s
395,International park Alexandria,3.7,720,Park,Garden,31.1784768,29.930292,alexandria,Park Garden,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsCsxrCIIlCKOuBTD2xj8r4YiVtR8el3h29_pPmKzjVE6g6H0-CWd9oj2tuJY&s
396,Nelson's Island,4.3,95,island,,31.3578332,30.1058765,alexandria,island ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEgJN6vvuhNaUwop3ZvT_aW7QYlHDYOvB9BHNq5N-tlbUGwi82y9a0htzA1dk&s
397,Honey Moon Beach,4.3,247,Beach,,31.13698256,29.78160044,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNBnjyVFj1oBRclL6JgdyLH4JpPLIv05pFRuFF-EvM9V5qUKtbAOrVZ7uDi4c&s
398,Elbeytash Beach,4,128,Beach,,31.13240911,29.77865418,alexandria,Beach ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_NoPPJV6aT3byTqzdl2H96fPCT-i3Y4Aq1A19AWR1Cs_HkuGJX1htpfYLYkQ&s
399,Abu Qir Bay,4.6,26,Bay,"Ancient history, ruins, archaeological excavation and ancient egypt",31.3,30.166667,alexandria,"Bay Ancient history, ruins, archaeological excavation and ancient egypt",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgWMJ6momF5WErx9TuRAkqBbPSc4swF4_OiHGoG_lc1LIPDmlWRHAl-rXy-g&s
400,Alexandria Zoo,3.6,11603,Zoo,"Lions, reptiles & a variety of birds",31.2048453,29.94356434,alexandria,"Zoo Lions, reptiles & a variety of birds",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR8cvhlhwK5cHFXuFKwja0LNFkYsmAHtQkKha0FXgKaBRVrx2FhGoZmCs9Og&s
401,Hurghada Grand Aquarium,4.3,"7,948",Tourist attraction,,27.1343995,33.821875,hurghada,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8gpVwVUmK_PdpcNuqz_dGDJ6QQqFXNxJ3St1gFKVJuYSEIqcvL4fIsRGBVQ&s
402,Mini Egypt Park,4.4,990,Tourist attraction,Speciality Museums  Points of Interest & Landmarks,26.9876208,33.8562656,hurghada,Tourist attraction Speciality Museums  Points of Interest & Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQS_II8EdQEzFjyPFGAMu2mB96Il_n9ldWblFqH1VwRrObXwvNE_bCOfuQWW00&s
403,Sand City Hurghada,4.3,"2,069",Tourist attraction,,27.099592,33.8230867,hurghada,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSIC-_Hl0eo0oBaR9TeSw4PIR6VK_3qy94mJC4Q_LVz9hMISBZNSSrzHqOFyw&s
404,ALmamsha park,4.3,"2,486",Tourist attraction,,27.190213,33.8324792,hurghada,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWCIClvpWHGrfFFDy_PfG9-WriJqzmkiUuFZeydjbLymPIA1OAi3UizdT-7Dw&s
405,Hurghada Marine Museum & Aquarium,4.3,155,Tourist attraction,,27.2836341,33.7722238,hurghada,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjXOLqzZSBa2vcapOjRj0l1XFMIMLpaYsH60KlIkIYwZpIRKyb5wX8EVy4x5o&s
406,"Sliders Cable Park - El Gouna, Egypt",4.5,779,Tourist attraction,water park,27.3772722,33.6608179,hurghada,Tourist attraction water park,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb6vOD254xvFUT3Wpqn1myhS-0UNIGDE-RFfUpr3C66qs5V6TRudXePqzBkUg&s
407,Monument to the martyrs of the Battle of Shidwan Island,4.4,163,Park,memorial park,27.505226,33.982086,hurghada,Park memorial park,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs3o9LJ_CD-Jj_jPOjrShHG2SE7Dyoz49xItWQ-4zwQ-XWnnp1z7n13reV5_w&s
408,Makadi Water World,4.6,36,Park,water park,26.9824965,33.8728898,hurghada,Park water park,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyj9jrgD_hnqgPCtl4toh3fVBBSMmH8OjmvZhS3sRqqn4DTxolILw3XXUDZEo&s
409,Hurghada Museum,4.4,678,Museum,,27.1605512,33.8214559,hurghada,Museum ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfNK96FgDLx8TFs_1ugCLQs-y47dB3WE9Bq4-nDV5y9dfCyfVNcUaFykZKeek&s
410,Senzo Mall,4.4,"19,324",Shopping mall,Shopping mall,27.0955375,33.8219067,hurghada,Shopping mall Shopping mall,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa_p-O3aTqqS0id5I34YNTg7HTQh6xl7kfUxKJJz8r2HnMD3z64u7Q7TnetfE&s
411,Steg Pharao Azur Resort,4.2,23,Tourist attraction,,27.0872124,33.8479519,hurghada,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqLSAjPNIYrXfz9W_IBxd2oyklmepIJi2xvEzRFcTw83lBwGfomm8XQlkIG7I&s
412,ponorka Sindbad,4.4,47,Tourist attraction,,27.17321419,33.85306072,hurghada,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh8J9cyGOTupCxbbgaBWLgcqVO1KyiHv29MPOhgCD0NfqWcnyNpPxFDf8H-5c&s
413,Forest Tree,4,33,National forest,,27.3077062,33.7198547,hurghada,National forest ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJeLRI_m_-FfNLw2AICywGYqpH9BTrfdwlZUnx5SdZfs1Fibb96e3urwDcrQ&s
414,Sindbad Aqua Park,4.5,31,Park,water,27.190213,33.8324792,hurghada,Park water,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIaJhxuFqdEILmmiprk8zZFwLHw4vH2AOa1UA_ODgmQc7o1vYx2m8T59fAFY4&s
415,Paradise Beach,4.5,"5,909",Tourist attraction,Beaches,27.1814387,33.9539221,hurghada,Tourist attraction Beaches,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSTp1O-YTTjTyvNRuFuH_D600cvDwVwAW2jWKP7UfcCFo_3pRNhCBIHzXjGw&s
416,Orange Bay,4.4,"7,488",Tourist attraction,Parasailing & Paragliding  Safaris  Adrenaline & Extreme Tours  Swim with Dolphins  Boat Tours  Waterskiing & Jetskiing  Fishing Charters & Tours  Speed Boats Tours  Day Trips,27.2083739,33.9265071,hurghada,Tourist attraction Parasailing & Paragliding  Safaris  Adrenaline & Extreme Tours  Swim with Dolphins  Boat Tours  Waterskiing & Jetskiing  Fishing Charters & Tours  Speed Boats Tours  Day Trips,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQidST3XKGulqnXh3CXWRZID2Pk3uY3n8Xk80-h8A6Lwb5uPCrO8BZEunDDVqs&s
417,Submarine adventures - Hurghada,4.5,"11,127",Boat tour agency,,27.2239061,33.8409421,hurghada,Boat tour agency ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR01FCsVhCEXpv1D98cW1h29lJvJphjSTCe-rOagn0jMfuZNDvDlFzmdqJ0Ajw&s
418,Sherry.St.,4.3,"2,598",Park,,27.22023501,33.83600504,hurghada,Park ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbH9qkYreEgXy0SejJK9LuLfdBpdep0t61gDDdCn77BRZavhTh429Ob740vw&s
419,Sindbad Submarines,4.5,786,Boat tour agency,Submarine Tours,27.1870198,33.8349315,hurghada,Boat tour agency Submarine Tours,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHcjLmdK5l3pHc7-5Dv-6AYuGWSlWsyyE4mPm3Zt4UDby_ayIx8LoL6LT1Cw&s
420,Davinci Beach,4.6,14,Recreation center,,27.257896,33.811607,hurghada,Recreation center ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8vRgB6qHO44ZNbPZ6tzC0gweFnRoilU8g7riyL5GBF0SpIKTJzQlDzkRvkQw&s
421,Ramashka Tours Hurghada - Bus Tours - Boat Trips,4.7,126,Sightseeing tour agency,Scuba & Snorkelling  Swim with Dolphins  Boat Tours  Sightseeing Tours  Private Tours,27.226173,33.838056,hurghada,Sightseeing tour agency Scuba & Snorkelling  Swim with Dolphins  Boat Tours  Sightseeing Tours  Private Tours,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUAU7L3VoTC0_Ucj6gmNQW4EdLbuNetyfAx2DrB6b3gY9eO923xv-kFY9bM0g&s
422,Sea lovers. ????????? ? ???????,5,30,Hiking area,"Scuba & Snorkelling  Submarine Tours  Historical & Heritage Tours  Boat Tours  Private Tours  Bus Tours  4WD, ATV & Off-Road Tours  Safaris  Taxis & Shuttles  Walking Tours  Fishing Charters & Tours  Gear Rentals  Dolphin & Whale Watching  Day Trips",27.2578957,33.8116067,hurghada,"Hiking area Scuba & Snorkelling  Submarine Tours  Historical & Heritage Tours  Boat Tours  Private Tours  Bus Tours  4WD, ATV & Off-Road Tours  Safaris  Taxis & Shuttles  Walking Tours  Fishing Charters & Tours  Gear Rentals  Dolphin & Whale Watching  Day Trips",NULL
