attraction_id,attraction_name,ratings,no_of_ratings,attraction_type,description,Latitude,Longitude,city,keywords,images_url
249,Umm Kulthum Park,4.1,"1,513",Park,Landscaped green space on the Nile,30.0310804,31.2256242,cairo,Park Landscaped green space on the Nile,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOy0Alkl_Qrol4pH_7O8CKpTAwR7-yqteheD8hgALH9msag5fz4wsZdLUITA&s
250,Bab El Azab,4.4,34,Historical landmark,,30.0310615,31.2581678,cairo,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6ztATm6YDG_DhIYSX_JNyMtZFqax9OStVnvLtfiVomyORrcIaVaPm0yp0DM8&s
251,Mausoleum of al-Imam al-Shafi'i,4.7,177,Historical landmark,,30.0118028,31.2580629,cairo,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJniabKHso7dF-hzKvjN2ifv5-7UQGu1zgXFZr2u1e0UOuGePnMTgf-jyNBg&s
252,Al Funun Garden,3.8,"4,727",Garden,Riverside spot dotted with palm trees,30.0228072,31.2228763,cairo,Garden Riverside spot dotted with palm trees,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzD3s7wsEpsmbprsJWjDjE2AkXZXn1TrVuVZiNeF7l-1TAA_OEVhMqxa7oiw&s
253,Pyramid of Hetepheres I,4.5,136,Historical landmark,Remains of an ancient queen's tomb Historic Sites,29.9789197,31.136135,giza,Historical landmark Remains of an ancient queen's tomb Historic Sites,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeRPVfKcOSQZERKvuaU_zsj6hody6mkl94_bCmfWy4-5s-otFa7pJksV1qxQk&s
254,Hollywood Sharm El Sheikh,3.9,"4,760",Park,Points of Interest & Landmarks theme,27.8648085,34.298482,sharm el sheikh,Park Points of Interest & Landmarks theme,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSysg4RFkkna4PF3aJsjLmawYGxeWUsYa2JouknUNDVMK68q9inkjzkPMHTyDc&s
255,Soho Square Dancing Fountain,4.6,"6,446",Tourist attraction,Points of Interest & Landmarks  Fountains,27.96281412,34.39397681,sharm el sheikh,Tourist attraction Points of Interest & Landmarks  Fountains,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ15LHoCRhy_POIBjc7LFTj4z_9c8cYofdd9B8e1uXVytqNrn8SyD_ndYz8GVk&s
256,Mustafa Mosque,4.7,"3,770",Mosque,Points of Interest & Landmarks  Architectural Buildings  Religious Sites ,27.8924689,34.2996353,sharm el sheikh,Mosque Points of Interest & Landmarks  Architectural Buildings  Religious Sites ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTW4TFBJmBd5vo0_wJPuZYeRUc48dhvkJfFPAv_0VPfyItjeoRF-dPosC6Ow&s
257,Cleo Park,4.1,838,Park,Water Parks,27.9168029,34.3229803,sharm el sheikh,Park Water Parks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDCW5FGCZCFdoFFD3DTaOYzFmV2FdcFcJ7OXbpGbRAMMTaQu1geCr44BWPmQA&s
258,Peace Square,4.5,"1,641",Park,National park,27.96378289,34.36132279,sharm el sheikh,Park National park,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpTKQTwOyOAjET854L4hflawPQQTG_5G_8aITSV-t8zpGVXMTh5GKtrKjF7w&s
259,The Heavenly Cathedral,4.8,"3,664",Church,Churches & Cathedrals Christinaity Religious Sites,27.8880633,34.2954114,sharm el sheikh,Church Churches & Cathedrals Christinaity Religious Sites,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgmbGw9sWwUFfvNVkuIU8mSHW7a5DzDdVwMpb0V19jDdl0kzCuT3QqitQIXtU&s
260,El Sherif Safari,4.2,"2,580",Tourist attraction,"4WD, ATV & Off-Road Tours  Boat Tours  Water Sports  Sightseeing Tours",27.9429049,34.3123207,sharm el sheikh,"Tourist attraction 4WD, ATV & Off-Road Tours  Boat Tours  Water Sports  Sightseeing Tours",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjwDk_s_4XzuQ6uhNgZsC9Yv-WaRrXgcbt8D_ZNptgS8Ifm3DSl06k8bK1nQ&s
261,Safari Sharm,4.2,"2,852",Tourist attraction,,27.95350605,34.28735107,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfeYt4BHg1fHt1RIS1e4sD41TSfvF_shcMRGlTWLBluQCCP4r3H7xU_soD_w&s
262,Old market sharm el sheikh,4.4,"21,874",Cruise agency,Flea & Street Markets,27.8653202,34.2957852,sharm el sheikh,Cruise agency Flea & Street Markets,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7iAouU1NN4XpaU1B5iD-bA0xnbOL9LT3RgOtrF2pzFwuaS_MREhkW9rgfAlQ&s
263,Wadi Al-Khorom,4.3,137,Tourist attraction,,27.94278987,34.29400194,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1exJTwfGZLTAQCao8DTVFBJY6_zPVeLh9HzxmfGPlk3iXNDMINnWP_yPY&s
264,The monument in Sharm El Sheikh,4.5,"1,483",Tourist attraction,,27.8486318,34.3163354,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeyPm0IpphlzppM6EGeC4joMw1RVC3k20VD4SIwvNVAOTACUGWiI4J075XKw&s
265,The Old Market,4.4,"8,825",Tourist attraction,,27.8655573,34.29583884,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF_uUpILVYsCPFwvJj0ypTccoX7LNOVBt2kHHs2LO55F9GWuVWrWm8D6lutw&s
266,Royal Sea Scope submarine- Egypt SunMarine Fleet,4.4,"1,359",Tourist attraction,Submarine Tours,27.8619154,34.2898595,sharm el sheikh,Tourist attraction Submarine Tours,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStbogimDO-GsISpVxNl51jOsaAHXQ3LJBJv30DQzNrxamYcm3gKXaDeYeoVE8&s
267,SOHO Square Sharm El Sheikh,4.6,"34,810",Shopping mall,Shopping Malls,27.9625652,34.393809,sharm el sheikh,Shopping mall Shopping Malls,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1L9vQOQe7laD2mgWbuZjF34HAr3_x0P1iyuAkPE8cLA0vu0MjeijcEvA0sg&s
268,Royal Seascope Submarines Hurghada,4.3,718,Tourist attraction,,27.2578957,33.8116067,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrRSa1ITt46VuHjjlTgd5BUABfq0sBrTwiOWu6NjTSwH0fDaQ3ekZGMex3yA&s
269,Travelino Club Egypt | Escursioni Sharm el Sheikh Excursions,4.7,117,Travel agency,Cultural Tours  Swim with Dolphins  Boat Tours  Sightseeing Tours  Day Trips,27.8952116,34.3043633,sharm el sheikh,Travel agency Cultural Tours  Swim with Dolphins  Boat Tours  Sightseeing Tours  Day Trips,NULL
270,Pedestrian Rd Neama Bay,4.4,"1,314",Tourist attraction,,27.9123271,34.3224149,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBAglURO_59IjE3OW3jcErnKcSYbbtYS687HE5-2YPRBm3O9bDeJwW0qlGPXo&s
271,Sharm El Sheikh Museum,4.6,375,Museum,,27.9312948,34.3456962,sharm el sheikh,Museum ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrYsY-QmysvD9rLF1m3FxJ2mkdYtf41vqqPih4C8DSrVOtPbjJPNLtrkDswQ&s
272,Sahaba Mosque,4.8,"2,569",Mosque,Architectural Buildings  Religious Sites,27.86661696,34.2952438,sharm el sheikh,Mosque Architectural Buildings  Religious Sites,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBGIUzfFWZqyLxEv7a7mmsv3Zd_Da5kHDfUe0N0yo1pDHo_pbVd8w23ckfIaI&s
273,Ghibli Raceway,4.4,277,Go-kart track,Auto Racing Tracks,27.9219655,34.3446161,sharm el sheikh,Go-kart track Auto Racing Tracks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThmz_e0tQjIxQWrHZLl4Vw_VV26vC8iZKMpXWK0jpVmMu8WPWoCk5FmSLt9dM&s
274,run4peace run4egypt,4.4,109,Historical landmark,,27.96436567,34.36115377,sharm el sheikh,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHGDB2mobxCWoMYR3eEhEu4QRoYc_r_DVbb8TLZNo4ByNiPWfRR_mtGuaFpQ&s
275,sharks bay,4.6,474,Beach volleyball club,Beaches,27.95157847,34.38441403,sharm el sheikh,Beach volleyball club Beaches,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThFyFkZxGDbObnnM4ePP1dfYsn1qIX3eQL6MkLsf_eEcphKNiMwlij4mbUhVg&s
276,Naama Bay,4.5,"2,389",Water,Bodies of Water  Beaches,27.9116973,34.3324244,sharm el sheikh,Water Bodies of Water  Beaches,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQf5MbQHcpuTPRy8FsvwttFo-nhSMd1KN4HhiGxSXRTXN-fWCTdoUTmCDZ60w&s
277,Oasis safari T,4.1,52,Tourist attraction,,27.9443618,34.3127305,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU0cJ9M9BEl1ESKdtRE8PuZVw5CXsBgtOL6ApcQy2ckAo-WhI_sG1fsXGJQA&s
278,Dolphina,4.2,"1,559",Tourist attraction,Amusement & Theme Parks,28.05434221,34.42543794,sharm el sheikh,Tourist attraction Amusement & Theme Parks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBAGsc6cNUHWidMnjxKccVPJuQv3gt3vKJD0SLucE0kaXY3ifpK4lJ6B3Z0w&s
279,Safari Assembly,4.2,299,Whale watching tour agency,,27.93819771,34.30999532,sharm el sheikh,Whale watching tour agency ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMQidTSgSCXpx2Us9Nt-_RlZ3NwU7W9ifCe05Jj7PrKAYnEi3TYe5OSXAwhA&s
280,Genena City,4.2,"6,266",Shopping mall,,27.9080092,34.3198269,sharm el sheikh,Shopping mall ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgzyF1kRY6-kjMz8At1RXHtDDcS1xNS5-ZUQgpyCQd0d3Fk6u5gGv2gDg4n-I&s
281,VIVA Beach & Restaurant,4,"1,088",Beach,public,27.9094337,34.3266572,sharm el sheikh,Beach public,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZxQndsQsTOtmJG0mhpGNoTeptqY0tD7Sir9el3Da6o_sanYdBm9fJ3pI0Se4&s
282,Taj Mahal - Sharm El Sheikh Night Club,3.8,115,Night club,Dance Clubs & Discos,27.859143,34.3114822,sharm el sheikh,Night club Dance Clubs & Discos,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_pugcHU_opWJ4zrmaPcX5H24ugxUFZUhO2YyOuvw6JUTx5nZ4lN7j-Es8EQ&s
283,Great location for Photoshoots,4.8,87,Tourist attraction,,27.79468323,34.2118929,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYjKo7XhzkkofFNdcy9CUtjQc2nRhfqDu_ybDcz4iylygn-BKdXbFvPFPBYQ&s
284,Ras Mohamed Nature Reserve,4.8,"1,578",Tourist attraction,,27.749881,34.2384391,sharm el sheikh,Tourist attraction ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCtVNHCrVfKvCDO7qngRUk8pbh6Wbru13gCTfXGvwZGoR2uzbHOG5Ixd_gsQ&s
285,Rixos Beach,4.8,990,Beach,public,28.02936948,34.44210444,sharm el sheikh,Beach public,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6XAG7bD2lwZxYBsIwAsBe56YcpY54--kSRxs4c2ZUS-K7o9TG4GWLsbiKHg&s
286,La Strada Mall,3.9,208,Shopping mall,,28.0428139,34.429247,sharm el sheikh,Shopping mall ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyJvHasjoag3EsjqhVsrgKWlzPtKL-bRh-oyE6BkFAkz5QxTRtu9Ks3cYG4A&s
287,Fun & Sun Managed by Rixos Premium,4.8,556,Park,,28.0359458,34.4271087,sharm el sheikh,Park ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2g_KSyVt2hP6BLkGoZ-re3wd1ut0isygHJN--nNlo8HgZMAOSJ2ug1dghxw&s
288,Luxor Museum,4.7,"4,784",Museum,History Museums,25.7076132,32.6445491,luxor,Museum History Museums,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUO1OI_K2TFNsvBD57Af-NsKAImRzpYstKKNVcr3356CQhKaYMJrDhY437unY&s
289,Luxor Temple,4.8,"20,901",Archaeological site,Ancient Ruins  Monuments & Statues,25.699502,32.6390509,luxor,Archaeological site Ancient Ruins  Monuments & Statues,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQM3G9G37IyxvVeSU6mEevwIGb-HKl2EjlidX0IqKVbApCLUQ2Xkpcgfn8vaA&s
290,Karnak,4.8,"19,205",Historical landmark,Historic Sites  Ancient Ruins,25.7188346,32.6572703,luxor,Historical landmark Historic Sites  Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTusZ2pZtBKw6bx_HFLegDzx8bFJYDYXdeZ6RbQsM_SmM2JJEqizV2rOQK_ffc&s
291,Mummification Museum,4.4,584,Museum,Speciality Museums Archaeological,25.7023166,32.6398497,luxor,Museum Speciality Museums Archaeological,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNP8qsS0aoM1zYXY4EoTZa5IFC68hdrdnI53aPyxeIt51RkiQ-lpsweAT8Azw&s
292,Ramesseum,4.7,493,Historical landmark,Ancient Ruins,25.7279952,32.6104602,luxor,Historical landmark Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyLQUqxOBZUuYyNXnHH75S1mMLldXiTLWbOqBuppMEF8f7sykPaBCRcgPNgw&s
293,Avenue of the Rams,4.8,243,Historical landmark,Ancient Ruins  Historic Walking Areas,25.71950343,32.65619879,luxor,Historical landmark Ancient Ruins  Historic Walking Areas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuk16dXW4vkeJreQbSpHglhY551ybmSwwRhcXZ37jpyHXElf15DWnAtd_d3A&s
294,Medinet Habu,4.8,"3,256",Historical landmark,Ancient Ruins,25.71933341,32.6013387,luxor,Historical landmark Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7U7SbwXyOyxSNwJHEWxxA-ncj-xHhavf6ateRbU0EArevFThCHeXL-dUTOw&s
295,First Pylon Luxor Temple,4.5,24,Historical landmark,,25.7003035,32.6396669,luxor,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7tbIdQyu2OfAX4tU_CDK-YRM50einjUTgj1EcaC87lXDUTIy7w_j2LyseK6w&s
296,Colossi of Memnon,4.6,"5,761",Historical landmark,Ancient Ruins  Monuments & Statues,25.7214556,32.608315,luxor,Historical landmark Ancient Ruins  Monuments & Statues,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpboqwtXU0ROfMR_gJDOQJhDiWc68izio-hjszqn5KrMkTr8o9ZWzeF_YY2Q&s
297,Karnak Open-air Museum,4.9,31,Historical landmark,History Museums,25.7204311,32.6574777,luxor,Historical landmark History Museums,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxhc8rBMlRcEvWIFTV9BjG0zcqgbhiJ8qk-jd_ekpe6Xgdld5MCX87tS-G3w&s
298,Valley of the Kings,4.8,"10,872",Archaeological site,,25.7401643,32.601411,luxor,Archaeological site ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIkB4xWFAv4oZL7ez458Y9dI_hjl0Xo_x3dbW0r7y-UvShkoA4UKsFiIBrw5c&s
299,Avenue of Sphinxes,4.9,65,Historical landmark,,25.701017,32.640525,luxor,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWSRNkqV6LwDW67p1dLStNU-T4GHFP5Sa30X1dTWxw4xP0Ijee6UPziB-w88Y&s
300,Banana Island,4,"2,298",Park,Islands,25.68359585,32.62283521,luxor,Park Islands,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5VSyaVo5mL6qFSkwBgQ2QhAD3pBCsDWPvEovQ4ku138vZR8n3Sa5B0UOR-ao&s
301,Abou al-Haggag Mosque,4.7,"1,352",Mosque,,25.6998692,32.6397745,luxor,Mosque ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2Se1fL_YoTunxiM6BA942HylTwwjvakmmdk0eQFl1EolM0luWRwwSC9PI3w&s
302,Valley of the Queens,4.6,"1,283",Historical landmark,Ancient Ruins  Cemeteries,25.7285836,32.5929219,luxor,Historical landmark Ancient Ruins  Cemeteries,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCS72WOoKU_ACxMuQ281Y6wq3MqlLdZ2FskH-CkCZwGImUBrRyVhAXuLV3RxM&s
303,"Magic Horizon Balloons, Luxor",4.6,248,Balloon ride tour agency,Balloon Rides,25.68801,32.6323989,luxor,Balloon ride tour agency Balloon Rides,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfdjuGs4HIa1YOz4HDtO_7Olgy5PQ3Vs899Y291KrvrPn0JmTjuK4-_26_UhM&s
304,Ramesses III Temple,4.8,156,Historical landmark,Ancient Ruins,25.71830064,32.65697979,luxor,Historical landmark Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXsvZTd4fJFbQBr1TyBmsMEzvw7ZbVVsW5kYkaXUb2M4sucbVAG-hBMZjo_Q&s
305,Mut Temple,4.4,371,Historical landmark,Historic Sites  Ancient Ruins  Religious Sites  Monuments & Statues,25.7116622,32.6552125,luxor,Historical landmark Historic Sites  Ancient Ruins  Religious Sites  Monuments & Statues,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsJ2vq99C1_FS40gq77YL80CohFlh6xwfYWcChp9dSwj7Ppnul65Sa0DSS1kw&s
306,Precinct of Amun-Re,4.8,263,Place of worship,,25.7178004,32.6580312,luxor,Place of worship ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuU_GGwlNNtNRJqZiG3ARcn-Wh3rXMMhyFpQDhF37jVYnsFr8j6nddu3t-H4A&s
307,Tombs of the Nobles,4.6,281,Historical landmark,Ancient Ruins  Cemeteries,25.7314145,32.5970227,luxor,Historical landmark Ancient Ruins  Cemeteries,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjBVPZ8IwkbfsqnH2iCmGRvv-l_1sniJrDhpbz2HIBKRmNA05rqbO-smZtL2Y&s
308,Sound & Light,4.5,718,Historical landmark,Theatre & Performances,25.7206627,32.65337008,luxor,Historical landmark Theatre & Performances,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS21A0JvQG3G-qLtPoUZu-822w2AvwhhBcmKFz9Y2dsD833HUANz9TxwD7lOzk&s
309,Mortuary Temple of Seti I,4.6,674,Historical landmark,Ancient Ruins,25.7326654,32.6281604,luxor,Historical landmark Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9NKPz41WZf70wkSHtjji_mFYG6o5eavpj3nAsZAmo7NPaYJ-HPXvwDb_eFF4&s
310,Deir el-Medina,4.7,501,Historical landmark,Historic Sites  Ancient Ruins,25.72809716,32.60143841,luxor,Historical landmark Historic Sites  Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6gGX9wt07wTuNiVPdCrDnRyZnatCUFrNV0DwxYIsrgyHoVOOdcR2mnsNqqw&s
311,Hypostyle Hall,4.9,143,Historical landmark,,25.71866447,32.65781999,luxor,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRE3x6aCrABElfDaKI_f_T_Ah7iOwo4xsuor0JtxN6pyX90dt32or47T-D7Fw&s
312,Temple Of Khonsu,4.7,70,Historical landmark,Historic Sites  Ancient Ruins,25.7166038,32.65578016,luxor,Historical landmark Historic Sites  Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFL97lEuETOElWD_1z8SkmF9fMOfa01HXVkhukt5wApmorNbkc3Jwt_VzNKYE&s
313,Mortuary Temple of Hatshepsut,4.7,"14,029",Tourist attraction,Historic Sites  Ancient Ruins  Monuments & Statues,25.7382773,32.6064906,luxor,Tourist attraction Historic Sites  Ancient Ruins  Monuments & Statues,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzfiiD1EEEI3PX5q6ZPw9hcnR6N4N4gQEAhixlxyHArtQkWcN2Vt-o4kyqWLI&s
314,Deir el-Bahari,4.7,417,Historical landmark,Ancient Ruins  Monuments & Statues,25.7372608,32.6077347,luxor,Historical landmark Ancient Ruins  Monuments & Statues,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOyqoSXge1IFCOv_hxAPcgRmDCAkbSLFDWbSsrWmb3d8XGR-doJyaXoj8tcA&s
315,Temple of Thutmose III,4.8,159,Historical landmark,,25.71785779,32.6595606,luxor,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1H6MaVzBzFxbaLn2DpZiumUKMSA1wCDDfmBQzeCSYGUY8f03wF8MGN00Iug&s
316,Mortuary Temple of Amenhotep III,4.6,"6,294",Historical landmark,,25.72143289,32.6090728,luxor,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSU8F9780E4Jx3ASEweIOp6pO8kGTmaFSUR2fdE7T0jJozS2KkSXVPgWaU-_w&s
317,Luxorstables - Nobi Arabian Horse Stables,4.6,69,Horseback riding service,Nature & Wildlife Tours  Horseback Riding Tours,25.70786982,32.63139174,luxor,Horseback riding service Nature & Wildlife Tours  Horseback Riding Tours,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlZMsSvvu4hD8YAn717rzK9etXWU2Y2YGwTs2-7Rk-K9AeaidJO4SQSJW9qg&s
318,Luxor Fruit and Vegetable Market,4,972,Fruit and vegetable store,Flea & Street Markets  Farmers Markets,25.6978564,32.64615,luxor,Fruit and vegetable store Flea & Street Markets  Farmers Markets,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxWKl7LH0UIzUCKIa860OALoOHtXW3O-0hzPOevLQYPTOjGYwHGNjBslL1-mA&s
319,King Tut Balloons,4.8,29,Balloon ride tour agency,Balloon Rides  Private Tours,25.6832671,32.6338552,luxor,Balloon ride tour agency Balloon Rides  Private Tours,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ2WO8_3bV0-pJaGbmbmheXZDjfjxNGDJbNGNi4ridtgO9WR7li5b4oAd_mA&s
320,First Pylon,4.8,68,Historical landmark,,25.71929571,32.65691857,luxor,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8pfnGON_cEbYhXGlldwGocBAzLypjbxurhZI6oFhvAg1nMCqRemmZAnAAjw&s
321,Wadi El Rayan Fayoum Fall,4.3,1611,Waterfalls,Waterfalls,29.1908915,30.4011911,fayoum,Waterfalls Waterfalls,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKXAYDuXR2gvNcJ3b6HcVcwaxtyHVfoWnIk9qVX0q0zymF3X2WnfCeW5XQDQ&s
322,Fayoum Oasis,4,76,Oasis,City Tours  Cultural Tours  Climbing Tours  Day Trips,29.453611,30.580833,fayoum,Oasis City Tours  Cultural Tours  Climbing Tours  Day Trips,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgOy47GMXjk8LGSlB-cIuk_LF3N62Ljoar9QczCwV8dZBSJmRNc94o2jy9c4I&s
323,The Pyramid of Sneferu,4.5,14,Points of Interest & Landmarks,,29.8085947,31.2066131,fayoum,Points of Interest & Landmarks ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgL4mv10B86IyKJ17smENi6bDrY-JmNZVsv_HwlHVV0aJJLamM52m5EePWa8o&s
324,Waterwheels in Al Faiyum,3.5,25,Points of Interest & Landmarks,Points of Interest & Landmarks,29.453611,30.580833,fayoum,Points of Interest & Landmarks Points of Interest & Landmarks,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHB2c0m5pRk3jZvEkNf5C7UxskLf4Rym9YkMR12OkUfhb9hvf4MNXykejh8FY&s
325,Pyramids of El Fayoum,4.5,3,Monuments & Statues,Monuments & Statues,29.3084021,30.8428497,fayoum,Monuments & Statues Monuments & Statues,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCOHnORn_fkRbdSk-cmynwND0KqcvRQTxBN0zU7zevqUTAcYIHHJZIhyEIl9w&s
326,Fayoum Art Center,4,8,Art Gallery,Art Galleries  Art Museums,29.39912209,30.48958566,fayoum,Art Gallery Art Galleries  Art Museums,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDNgSXWoZZyf9bsPJOwfAbhRQIsktvfERgjfbGgVZLHrS9aXQGwZbRei9tQVs&s
327,Karanis,4,9,Ancient Ruins,Ancient Ruins,29.51873041,30.90329313,fayoum,Ancient Ruins Ancient Ruins,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRu5PivcJGbEG0l5YQsc4sa2vMpo2aHo-3o5FaYMzXma3A1Iw9qj4gRKuJr-Q&s
328,Kom Aushim Museum,4.1,120,Museum,History Musems,29.5185688,30.8977976,fayoum,Museum History Musems,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDl5D6lNm_mBefw2pDKV-uSfodVuDRB3FutA4aRYeHrgLesQhlqpgVXT4lFA&s
329,Al Sultan Qaitbay Mosque,4.7,268,Mosque,,30.0474933,31.2600435,fayoum,Mosque ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScjBPjsksqDAh2vhoZBryzn5ztsifJigz58AaqPF0fmqcWDl7nOx9-VD7ER88&s
330,Qasr Qaroun Temple,4.2,468,Historical landmark,,29.4056751,30.4183155,fayoum,Historical landmark ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWoNl5StbVaQp61aAiB0Zi0u48Iu9V_1oBUmQpKGUrIocYkDM_kQkiD_JXdDM&s
331,Magic lake camp,4.4,58,Campground,,29.1614876,30.3409296,fayoum,Campground ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0zvB9NYIzveEZEvZCkJ8j9LNOj_98lov_LEf3vRo_mTqOqA8Ed4JDBzVTbqQ&s
332,Citadel of Qaitbay,4.4,37071,Fortress,15th-century fortress & naval museum,31.214011,29.8856383,alexandria,Fortress 15th-century fortress & naval museum,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL_JdjbMcZBSmpsn9GGM-yfMXCeIyz58zpU-AjaMtpoRlbPAQNxGmrKPoJFt4&s
333,Montaza Palace,4.5,15723,Palace,1932 ornate palace & extensive gardens,31.2884954,30.0159692,alexandria,Palace 1932 ornate palace & extensive gardens,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSywbVp91OLxu0BsPUX_SDsTbSksS8NryghFDdKZ2QkLRqNV0AZdqaVIPRXLMA&s
